Root Name,Search Term,PMID,Title,Article Type,Publication Year,PubMed URL
Saffron,Saffron,28705037,"Saffron and its derivatives, crocin, crocetin and safranal: a patent review.",Journal Article; Review,2017,https://pubmed.ncbi.nlm.nih.gov/28705037/
Saffron,Saffron,28675431,"A comprehensive review on anticancer mechanisms of the main carotenoid of saffron, crocin.",Journal Article; Review,2017,https://pubmed.ncbi.nlm.nih.gov/28675431/
Saffron,Saffron,28637418,"Anti-Inflammatory Effect of Crocus sativus on Serum Cytokine Levels in Subjects with Metabolic Syndrome: A Randomized, Double-Blind, Placebo- Controlled Trial.","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2017,https://pubmed.ncbi.nlm.nih.gov/28637418/
Saffron,Saffron,28602167,Mechanism behind the anti-tumour potential of saffron (Crocus sativus L.): The molecular perspective.,Journal Article; Review,2017,https://pubmed.ncbi.nlm.nih.gov/28602167/
Saffron,Saffron,31740640,The Role of the P2X7 Receptor in Ocular Stresses: A Potential Therapeutic Target.,Journal Article; Review,2017,https://pubmed.ncbi.nlm.nih.gov/31740640/
Saffron,Saffron,28506128,A review of curcumin as a biological stain and as a self-visualizing pharmaceutical agent.,Journal Article; Review,2017,https://pubmed.ncbi.nlm.nih.gov/28506128/
Saffron,Saffron,28503046,Reflections about Osteoarthritis and <i>Curcuma longa</i>.,Journal Article; Review,2017,https://pubmed.ncbi.nlm.nih.gov/28503046/
Saffron,Saffron,28486907,Effect of Crocin on Antibody Titers to Heat-Shock Protein 27 in Subjects with Metabolic Syndrome.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2017,https://pubmed.ncbi.nlm.nih.gov/28486907/
Saffron,Saffron,28407293,Anti-tumor effects of crocetin and related molecular targets.,Journal Article; Review,2017,https://pubmed.ncbi.nlm.nih.gov/28407293/
Saffron,Saffron,28369196,"Functional genomics of apocarotenoids in saffron: insights from chemistry, molecular biology and therapeutic applications.",Journal Article; Review,2017,https://pubmed.ncbi.nlm.nih.gov/28369196/
Saffron,Saffron,28293386,Toxicology effects of saffron and its constituents: a review.,Journal Article; Review,2017,https://pubmed.ncbi.nlm.nih.gov/28293386/
Saffron,Saffron,28250905,Possible Role of Common Spices as a Preventive and Therapeutic Agent for Alzheimer's Disease.,Journal Article; Review,2017,https://pubmed.ncbi.nlm.nih.gov/28250905/
Saffron,Saffron,28236605,Clinical Use of Curcumin in Depression: A Meta-Analysis.,Journal Article; Meta-Analysis,2017,https://pubmed.ncbi.nlm.nih.gov/28236605/
Saffron,Saffron,28098452,A Perspective on Crocus sativus L. (Saffron) Constituent Crocin: A Potent Water-Soluble Antioxidant and Potential Therapy for Alzheimer's Disease.,Journal Article; Review,2017,https://pubmed.ncbi.nlm.nih.gov/28098452/
Saffron,Saffron,28078242,Saffron'omics': The challenges of integrating omic technologies.,Review; Journal Article,2016,https://pubmed.ncbi.nlm.nih.gov/28078242/
Saffron,Saffron,28076854,Open-Angle Glaucoma: Drug Development Pipeline during the Last 20 Years (1995-2015).,Journal Article; Review,2017,https://pubmed.ncbi.nlm.nih.gov/28076854/
Saffron,Saffron,28071013,The industrial potential of herbs and spices - a mini review.,Journal Article; Review,2016,https://pubmed.ncbi.nlm.nih.gov/28071013/
Saffron,Saffron,29604903,Tumor-Suppressing Properties of Crocus sativus L.: Nature as an Anti-Cancer Agent.,"Journal Article; Research Support, Non-U.S. Gov't; Review",2017,https://pubmed.ncbi.nlm.nih.gov/29604903/
Saffron,Saffron,28030380,Potential anticancer role of colchicine-based derivatives: an overview.,"Journal Article; Review; Research Support, Non-U.S. Gov't",2017,https://pubmed.ncbi.nlm.nih.gov/28030380/
Saffron,Saffron,27979282,Comparative evaluation of an ISO 3632 method and an HPLC-DAD method for safranal quantity determination in saffron.,Comparative Study; Journal Article,2016,https://pubmed.ncbi.nlm.nih.gov/27979282/
Saffron,Saffron,27881059,Natural Products with Antiplatelet Action.,Journal Article; Review,2017,https://pubmed.ncbi.nlm.nih.gov/27881059/
Saffron,Saffron,27861946,Saffron: a promising natural medicine in the treatment of metabolic syndrome.,Journal Article; Review,2017,https://pubmed.ncbi.nlm.nih.gov/27861946/
Saffron,Saffron,27842483,Patents on Therapeutic and Cosmetic Applications of Bioactives of Crocus Sativus L. and their Production through Synthetic Biology Methods: A Review.,Journal Article; Review,2017,https://pubmed.ncbi.nlm.nih.gov/27842483/
Saffron,Saffron,27792130,"Vitamin E, Turmeric and Saffron in Treatment of Alzheimer's Disease.",Review; Journal Article,2016,https://pubmed.ncbi.nlm.nih.gov/27792130/
Saffron,Saffron,26528824,Mycotoxins in spices and herbs-An update.,Journal Article; Review,2017,https://pubmed.ncbi.nlm.nih.gov/26528824/
Saffron,Saffron,27723543,"Efficacy of curcumin, and a saffron/curcumin combination for the treatment of major depression: A randomised, double-blind, placebo-controlled study.",Journal Article; Randomized Controlled Trial,2016,https://pubmed.ncbi.nlm.nih.gov/27723543/
Saffron,Saffron,27701683,"Crocus sativus L. versus Citalopram in the Treatment of Major Depressive Disorder with Anxious Distress: A Double-Blind, Controlled Clinical Trial.",Journal Article; Multicenter Study; Randomized Controlled Trial,2016,https://pubmed.ncbi.nlm.nih.gov/27701683/
Saffron,Saffron,27595298,"Comparison of Saffron versus Fluoxetine in Treatment of Mild to Moderate Postpartum Depression: A Double-Blind, Randomized Clinical Trial.",Comparative Study; Journal Article; Randomized Controlled Trial,2016,https://pubmed.ncbi.nlm.nih.gov/27595298/
Saffron,Saffron,27535766,Synthetic genome engineering forging new frontiers for wine yeast.,Journal Article; Review,2016,https://pubmed.ncbi.nlm.nih.gov/27535766/
Saffron,Saffron,27529277,Spices for Prevention and Treatment of Cancers.,Journal Article; Review,2016,https://pubmed.ncbi.nlm.nih.gov/27529277/
Saffron,Saffron,27472878,"Efficacy and Safety of Crocus sativus L. in Patients with Mild Cognitive Impairment: One Year Single-Blind Randomized, with Parallel Groups, Clinical Trial.","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2016,https://pubmed.ncbi.nlm.nih.gov/27472878/
Saffron,Saffron,27403251,Therapeutic effects of saffron (Crocus sativus L.) in digestive disorders: a review.,Journal Article; Review,2016,https://pubmed.ncbi.nlm.nih.gov/27403251/
Saffron,Saffron,27122001,Saffron with resistance exercise improves diabetic parameters through the GLUT4/AMPK pathway in-vitro and in-vivo.,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",2016,https://pubmed.ncbi.nlm.nih.gov/27122001/
Saffron,Saffron,27101556,"A double-blind, randomized and placebo-controlled trial of Saffron (Crocus sativus L.) in the treatment of anxiety and depression.",Journal Article; Randomized Controlled Trial,2016,https://pubmed.ncbi.nlm.nih.gov/27101556/
Saffron,Saffron,27098287,"Antiinflammatory, Antioxidant, and Immunomodulatory Effects of Crocus sativus L. and its Main Constituents.",Journal Article; Review,2016,https://pubmed.ncbi.nlm.nih.gov/27098287/
Saffron,Saffron,27041871,Review of Scientific Evidence of Medicinal Convoy Plants in Traditional Persian Medicine.,Journal Article; Review,2016,https://pubmed.ncbi.nlm.nih.gov/27041871/
Saffron,Saffron,26952957,"Male infertility: lifestyle factors and holistic, complementary, and alternative therapies.",Journal Article; Review,2016,https://pubmed.ncbi.nlm.nih.gov/26952957/
Saffron,Saffron,26950102,Constituents of Saffron (Crocus sativus L.) as Potential Candidates for the Treatment of Anxiety Disorders and Schizophrenia.,Journal Article; Review,2016,https://pubmed.ncbi.nlm.nih.gov/26950102/
Saffron,Saffron,26877844,Razi's Al-Hawi and saffron (Crocus sativus): a review.,Journal Article; Review,2015,https://pubmed.ncbi.nlm.nih.gov/26877844/
Saffron,Saffron,26876823,Microencapsulation of saffron petal anthocyanins with cress seed gum compared with Arabic gum through freeze drying.,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",2015,https://pubmed.ncbi.nlm.nih.gov/26876823/
Saffron,Saffron,26840283,Insight of Saffron Proteome by Gel-Electrophoresis.,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",2016,https://pubmed.ncbi.nlm.nih.gov/26840283/
Saffron,Saffron,26811090,Potential Ergogenic Effects of Saffron.,Journal Article; Randomized Controlled Trial,2016,https://pubmed.ncbi.nlm.nih.gov/26811090/
Saffron,Saffron,26758574,"Effect of cinnamon, cardamom, saffron and ginger consumption on blood pressure and a marker of endothelial function in patients with type 2 diabetes mellitus: A randomized controlled clinical trial.",Journal Article; Randomized Controlled Trial,2016,https://pubmed.ncbi.nlm.nih.gov/26758574/
Saffron,Saffron,26670251,Alkaloid-Containing Plants Poisonous to Cattle and Horses in Europe.,Journal Article; Review,2015,https://pubmed.ncbi.nlm.nih.gov/26670251/
Saffron,Saffron,26650503,Natural compounds for pediatric cancer treatment.,"Journal Article; Research Support, Non-U.S. Gov't; Review",2015,https://pubmed.ncbi.nlm.nih.gov/26650503/
Saffron,Saffron,26639503,"Hypoglycemic effects of three Iranian edible plants; jujube, barberry and saffron: Correlation with serum adiponectin level.",Comparative Study; Journal Article,2015,https://pubmed.ncbi.nlm.nih.gov/26639503/
Saffron,Saffron,26611571,Study the effects of saffron on depression and lipid profiles: A double blind comparative study.,Comparative Study; Journal Article; Randomized Controlled Trial,2015,https://pubmed.ncbi.nlm.nih.gov/26611571/
Saffron,Saffron,26468457,The effects of Crocus sativus (saffron) and its constituents on nervous system: A review.,Journal Article; Review,2015,https://pubmed.ncbi.nlm.nih.gov/26468457/
Saffron,Saffron,26468456,Smooth muscle relaxant activity of Crocus sativus (saffron) and its constituents: possible mechanisms.,Journal Article; Review,2015,https://pubmed.ncbi.nlm.nih.gov/26468456/
Saffron,Saffron,26414550,"Saffron: Its Phytochemistry, Developmental Processes, and Biotechnological Prospects.","Journal Article; Research Support, Non-U.S. Gov't; Review",2015,https://pubmed.ncbi.nlm.nih.gov/26414550/
Saffron,Saffron,26272123,Saffron: a natural product with potential pharmaceutical applications.,Journal Article; Review,2015,https://pubmed.ncbi.nlm.nih.gov/26272123/
Saffron,Saffron,26263962,Natural Compounds from Saffron and Bear Bile Prevent Vision Loss and Retinal Degeneration.,"Journal Article; Research Support, Non-U.S. Gov't; Review",2015,https://pubmed.ncbi.nlm.nih.gov/26263962/
Saffron,Saffron,26165367,A systematic review of randomized controlled trials examining the effectiveness of saffron (Crocus sativus L.) on psychological and behavioral outcomes.,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Systematic Review",2015,https://pubmed.ncbi.nlm.nih.gov/26165367/
Saffron,Saffron,26151016,Crocus sativus L. (saffron) for cancer chemoprevention: A mini review.,Journal Article; Review,2015,https://pubmed.ncbi.nlm.nih.gov/26151016/
Saffron,Saffron,26081455,Dietary modification and supplementation for the treatment of age-related macular degeneration.,Journal Article; Review,2015,https://pubmed.ncbi.nlm.nih.gov/26081455/
Saffron,Saffron,26018797,Quantitation of Crocins and picrocrocin in saffron by HPLC: application to quality control and phytochemical differentiation from other crocus taxa.,"Journal Article; Research Support, Non-U.S. Gov't; Validation Study",2015,https://pubmed.ncbi.nlm.nih.gov/26018797/
Saffron,Saffron,25948674,"Effects of a Topical Saffron (Crocus sativus L) Gel on Erectile Dysfunction in Diabetics: A Randomized, Parallel-Group, Double-Blind, Placebo-Controlled Trial.","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2015,https://pubmed.ncbi.nlm.nih.gov/25948674/
Saffron,Saffron,25928729,Saffron as an antidote or a protective agent against natural or chemical toxicities.,Journal Article; Review,2015,https://pubmed.ncbi.nlm.nih.gov/25928729/
Saffron,Saffron,25875654,Efficacy and Safety of Saffron Supplementation: Current Clinical Findings.,Journal Article; Review,2016,https://pubmed.ncbi.nlm.nih.gov/25875654/
Saffron,Saffron,25829569,Evaluation of antioxidant activities of bioactive compounds and various extracts obtained from saffron (Crocus sativus L.): a review.,Journal Article; Review,2014,https://pubmed.ncbi.nlm.nih.gov/25829569/
Saffron,Saffron,25731177,Cancer chemoprevention by natural carotenoids as an efficient strategy.,Journal Article; Review,2015,https://pubmed.ncbi.nlm.nih.gov/25731177/
Saffron,Saffron,25714974,Neuropharmacological Aspects of Crocus sativus L.: A Review of Preclinical Studies and Ongoing Clinical Research.,Journal Article; Review,2015,https://pubmed.ncbi.nlm.nih.gov/25714974/
Saffron,Saffron,25713594,The Effect of Crocus sativus L. and Its Constituents on Memory: Basic Studies and Clinical Applications.,Journal Article; Review,2015,https://pubmed.ncbi.nlm.nih.gov/25713594/
Saffron,Saffron,25552225,Oral submucous fibrosis: a review article on etiopathogenesis.,Journal Article; Review,2014,https://pubmed.ncbi.nlm.nih.gov/25552225/
Saffron,Saffron,27800504,Persian Traditional Medicine and Ocular Health.,Review; Journal Article,2015,https://pubmed.ncbi.nlm.nih.gov/27800504/
Saffron,Saffron,25484177,"Crocin, the main active saffron constituent, as an adjunctive treatment in major depressive disorder: a randomized, double-blind, placebo-controlled, pilot clinical trial.","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2014,https://pubmed.ncbi.nlm.nih.gov/25484177/
Saffron,Saffron,25466103,Evaluation of saffron (Crocus sativus L.) adulteration with plant adulterants by (1)H NMR metabolite fingerprinting.,"Evaluation Study; Journal Article; Research Support, Non-U.S. Gov't",2014,https://pubmed.ncbi.nlm.nih.gov/25466103/
Saffron,Saffron,25384672,Saffron (Crocus sativus) for depression: a systematic review of clinical studies and examination of underlying antidepressant mechanisms of action.,Journal Article; Systematic Review,2014,https://pubmed.ncbi.nlm.nih.gov/25384672/
Saffron,Saffron,25368905,Evaluation of Protein Ubiquitylation in Heart Tissue of Rats Exposed to Diazinon (an Organophosphate Insecticide) and Crocin (an Active Saffron Ingredient): Role of HIF-1α.,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",2014,https://pubmed.ncbi.nlm.nih.gov/25368905/
Saffron,Saffron,25319729,The ocular hypotensive effect of saffron extract in primary open angle glaucoma: a pilot study.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2014,https://pubmed.ncbi.nlm.nih.gov/25319729/
Saffron,Saffron,25163440,Comparing the efficacy and safety of Crocus sativus L. with memantine in patients with moderate to severe Alzheimer's disease: a double-blind randomized clinical trial.,"Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, U.S. Gov't, Non-P.H.S.",2014,https://pubmed.ncbi.nlm.nih.gov/25163440/
Saffron,Saffron,25116149,"Synthetic food colours in saffron solutions, saffron rice and saffron chicken from restaurants in Tehran, Iran.",Journal Article; Validation Study,2014,https://pubmed.ncbi.nlm.nih.gov/25116149/
Saffron,Saffron,25075549,Determination of saffron quality by high-performance liquid chromatography.,Comparative Study; Journal Article; Validation Study,2014,https://pubmed.ncbi.nlm.nih.gov/25075549/
Saffron,Saffron,25072266,Challenges of climate change: omics-based biology of saffron plants and organic agricultural biotechnology for sustainable saffron production.,Journal Article; Review,2014,https://pubmed.ncbi.nlm.nih.gov/25072266/
Saffron,Saffron,25068136,Omega-3 and omega-6 content of medicinal foods for depressed patients: implications from the Iranian Traditional Medicine.,Journal Article; Review,2014,https://pubmed.ncbi.nlm.nih.gov/25068136/
Saffron,Saffron,24974429,[Preparation of human meniscus acellular matrix].,"Evaluation Study; Journal Article; Research Support, Non-U.S. Gov't",2014,https://pubmed.ncbi.nlm.nih.gov/24974429/
Saffron,Saffron,24955550,Saffron aqueous extract prevents metabolic syndrome in patients with schizophrenia on olanzapine treatment: a randomized triple blind placebo controlled study.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2014,https://pubmed.ncbi.nlm.nih.gov/24955550/
Saffron,Saffron,24946435,[Herbal remedies in depression--state of the art].,English Abstract; Journal Article; Review,2014,https://pubmed.ncbi.nlm.nih.gov/24946435/
Saffron,Saffron,24915175,Preventive effects of 10-day supplementation with saffron and indomethacin on the delayed-onset muscle soreness.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2015,https://pubmed.ncbi.nlm.nih.gov/24915175/
Saffron,Saffron,24848002,Clinical Applications of Saffron (Crocus sativus) and its Constituents: A Review.,Journal Article; Review,2014,https://pubmed.ncbi.nlm.nih.gov/24848002/
Saffron,Saffron,24819927,Saffron and retina: neuroprotection and pharmacokinetics.,"Journal Article; Research Support, Non-U.S. Gov't; Review",2014,https://pubmed.ncbi.nlm.nih.gov/24819927/
Saffron,Saffron,24767641,"A comparative study of saffron aqueous extract and its active ingredient, crocin on the in vitro maturation, in vitro fertilization, and in vitro culture of mouse oocytes.","Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",2014,https://pubmed.ncbi.nlm.nih.gov/24767641/
Saffron,Saffron,24761112,Anticarcinogenic effect of saffron (Crocus sativus L.) and its ingredients.,Journal Article; Review,2014,https://pubmed.ncbi.nlm.nih.gov/24761112/
Saffron,Saffron,24665936,"A review of the chemistry and uses of crocins and crocetin, the carotenoid natural dyes in saffron, with particular emphasis on applications as colorants including their use as biological stains.",Journal Article; Review,2014,https://pubmed.ncbi.nlm.nih.gov/24665936/
Saffron,Saffron,24501162,"Saffron in metabolic syndrome: its effects on antibody titers to heat-shock proteins 27, 60, 65 and 70.","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2014,https://pubmed.ncbi.nlm.nih.gov/24501162/
Saffron,Saffron,24399723,"Comparison of the effects of crocin, safranal and diclofenac on local inflammation and inflammatory pain responses induced by carrageenan in rats.",Comparative Study; Journal Article,2013,https://pubmed.ncbi.nlm.nih.gov/24399723/
Saffron,Saffron,24388706,Immunohistochemistry evaluation of biomarker expression in non-small cell lung cancer (Pharmacogenoscan study).,"Journal Article; Multicenter Study; Research Support, Non-U.S. Gov't",2013,https://pubmed.ncbi.nlm.nih.gov/24388706/
Saffron,Saffron,24360470,On the quality control of traded saffron by means of transmission Fourier-transform mid-infrared (FT-MIR) spectroscopy and chemometrics.,"Evaluation Study; Journal Article; Research Support, Non-U.S. Gov't",2013,https://pubmed.ncbi.nlm.nih.gov/24360470/
Saffron,Saffron,24299602,Saffron (Crocus sativus L.) and major depressive disorder: a meta-analysis of randomized clinical trials.,"Journal Article; Meta-Analysis; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",2013,https://pubmed.ncbi.nlm.nih.gov/24299602/
Saffron,Saffron,24289892,"A randomized, double-blind, clinical trial comparing the efficacy and safety of Crocus sativus L. with fluoxetine for improving mild to moderate depression in post percutaneous coronary intervention patients.","Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2013,https://pubmed.ncbi.nlm.nih.gov/24289892/
Saffron,Saffron,24275090,Bioactivity assessment and toxicity of crocin: a comprehensive review.,Journal Article; Review,2013,https://pubmed.ncbi.nlm.nih.gov/24275090/
Saffron,Saffron,24269582,Saffron and natural carotenoids: Biochemical activities and anti-tumor effects.,Journal Article; Review,2013,https://pubmed.ncbi.nlm.nih.gov/24269582/
Saffron,Saffron,24224253,Captures of Rhagoletis indifferens (Diptera: Tephritidae) and nontarget insects on red spheres versus yellow spheres and panels.,Evaluation Study; Journal Article,2013,https://pubmed.ncbi.nlm.nih.gov/24224253/
Saffron,Saffron,24067115,Functional effect of Saffron supplementation and risk genotypes in early age-related macular degeneration: a preliminary report.,"Clinical Trial; Journal Article; Research Support, Non-U.S. Gov't",2013,https://pubmed.ncbi.nlm.nih.gov/24067115/
Saffron,Saffron,24054273,Determination of volatile components of saffron by optimised ultrasound-assisted extraction in tandem with dispersive liquid-liquid microextraction followed by gas chromatography-mass spectrometry.,Evaluation Study; Journal Article,2013,https://pubmed.ncbi.nlm.nih.gov/24054273/
Saffron,Saffron,23971874,Update on current and future novel therapies for dry age-related macular degeneration.,Journal Article; Review,2013,https://pubmed.ncbi.nlm.nih.gov/23971874/
Saffron,Saffron,23790949,Preservation of saffron floral bio-residues by hot air convection.,"Evaluation Study; Journal Article; Research Support, Non-U.S. Gov't",2013,https://pubmed.ncbi.nlm.nih.gov/23790949/
Saffron,Saffron,23733488,Effect of Crocus sativus L. (saffron) on coagulation and anticoagulation systems in healthy volunteers.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2013,https://pubmed.ncbi.nlm.nih.gov/23733488/
Saffron,Saffron,23656287,Determination of eight synthetic dyes in foodstuffs by green liquid chromatography.,Journal Article; Validation Study,2013,https://pubmed.ncbi.nlm.nih.gov/23656287/
Saffron,Saffron,23654200,Changes in total and individual crocetin esters upon in vitro gastrointestinal digestion of saffron aqueous extracts.,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",2013,https://pubmed.ncbi.nlm.nih.gov/23654200/
Saffron,Saffron,23627471,Protective effects of saffron (Crocus sativus) against lethal ventricular arrhythmias induced by heart reperfusion in rat: a potential anti-arrhythmic agent.,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",2013,https://pubmed.ncbi.nlm.nih.gov/23627471/
Saffron,Saffron,23570520,Role of saffron and its constituents on cancer chemoprevention.,"Journal Article; Research Support, N.I.H., Extramural; Review",2013,https://pubmed.ncbi.nlm.nih.gov/23570520/
Saffron,Saffron,23538079,"Saffron, passionflower, valerian and sage for mental health.",Journal Article; Review,2013,https://pubmed.ncbi.nlm.nih.gov/23538079/
Saffron,Saffron,23347444,"Crocin triggers the apoptosis through increasing the Bax/Bcl-2 ratio and caspase activation in human gastric adenocarcinoma, AGS, cells.","Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",2013,https://pubmed.ncbi.nlm.nih.gov/23347444/
Saffron,Saffron,23317225,Comparative reverse screening approach to identify potential anti-neoplastic targets of saffron functional components and binding mode.,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",2012,https://pubmed.ncbi.nlm.nih.gov/23317225/
Saffron,Saffron,23280545,Saffron for treatment of fluoxetine-induced sexual dysfunction in women: randomized double-blind placebo-controlled study.,"Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2012,https://pubmed.ncbi.nlm.nih.gov/23280545/
Saffron,Saffron,27092039,Anti-oncogenic perspectives of spices/herbs: A comprehensive review.,Journal Article; Review,2013,https://pubmed.ncbi.nlm.nih.gov/27092039/
Saffron,Saffron,26784466,Saffron: A Natural Potent Antioxidant as a Promising Anti-Obesity Drug.,Journal Article; Review,2013,https://pubmed.ncbi.nlm.nih.gov/26784466/
Saffron,Saffron,22989745,A novel microplate-based assay for screening radioprotectors and its validation based on DNA and membrane system.,Journal Article; Validation Study,2012,https://pubmed.ncbi.nlm.nih.gov/22989745/
Saffron,Saffron,22989071,Quality control of saffron (Crocus sativus L.): development of SCAR markers for the detection of plant adulterants used as bulking agents.,Journal Article; Validation Study,2012,https://pubmed.ncbi.nlm.nih.gov/22989071/
Saffron,Saffron,22934747,Anti-inflammatory properties of drugs from saffron crocus.,Journal Article; Review,2012,https://pubmed.ncbi.nlm.nih.gov/22934747/
Saffron,Saffron,22815242,Avicenna's (Ibn Sina) the Canon of Medicine and saffron (Crocus sativus): a review.,Historical Article; Journal Article; Review,2012,https://pubmed.ncbi.nlm.nih.gov/22815242/
Saffron,Saffron,22809329,"Radical scavenging activity and LC-MS metabolic profiling of petals, stamens, and flowers of Crocus sativus L.",Comparative Study; Journal Article,2012,https://pubmed.ncbi.nlm.nih.gov/22809329/
Saffron,Saffron,22552758,Effect of saffron on fluoxetine-induced sexual impairment in men: randomized double-blind placebo-controlled trial.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2012,https://pubmed.ncbi.nlm.nih.gov/22552758/
Saffron,Saffron,22486545,Development and application of a database of food ingredient fraud and economically motivated adulteration from 1980 to 2010.,Journal Article; Review,2012,https://pubmed.ncbi.nlm.nih.gov/22486545/
Saffron,Saffron,22464563,Quantification of main bioactive metabolites from saffron (Crocus sativus) stigmas by a micellar electrokinetic chromatographic (MEKC) method.,"Journal Article; Research Support, Non-U.S. Gov't; Validation Study",2012,https://pubmed.ncbi.nlm.nih.gov/22464563/
Saffron,Saffron,22432635,An evidence-based systematic review of saffron (Crocus sativus) by the Natural Standard Research Collaboration.,Journal Article; Systematic Review,2011,https://pubmed.ncbi.nlm.nih.gov/22432635/
Saffron,Saffron,22414105,Nature against depression.,Journal Article; Review,2012,https://pubmed.ncbi.nlm.nih.gov/22414105/
Saffron,Saffron,22328221,"Comparison of different tandem mass spectrometric techniques (ESI-IT, ESI- and IP-MALDI-QRTOF and vMALDI-TOF/RTOF) for the analysis of crocins and picrocrocin from the stigmas of Crocus sativus L.","Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",2012,https://pubmed.ncbi.nlm.nih.gov/22328221/
Saffron,Saffron,22320093,"LC/MS method using cloud point extraction for the determination of permitted and illegal food colors in liquid, semiliquid, and solid food matrixes: single-laboratory validation.","Journal Article; Research Support, Non-U.S. Gov't; Validation Study",2011,https://pubmed.ncbi.nlm.nih.gov/22320093/
Saffron,Saffron,22070681,Polyphenols and neuroprotection against ischemia and neurodegeneration.,"Journal Article; Research Support, N.I.H., Extramural; Review",2011,https://pubmed.ncbi.nlm.nih.gov/22070681/
Saffron,Saffron,21649456,Curcumin for inflammatory bowel disease: a review of human studies.,Journal Article; Review,2011,https://pubmed.ncbi.nlm.nih.gov/21649456/
Saffron,Saffron,21639405,The role of phytochemicals in the treatment and prevention of dementia.,Journal Article; Review,2011,https://pubmed.ncbi.nlm.nih.gov/21639405/
Saffron,Saffron,21599835,Experimental gentamicin nephrotoxicity and agents that modify it: a mini-review of recent research.,Journal Article; Review,2011,https://pubmed.ncbi.nlm.nih.gov/21599835/
Saffron,Saffron,21564173,Contact depigmentation induced by propyl gallate.,Case Reports; Journal Article,2010,https://pubmed.ncbi.nlm.nih.gov/21564173/
Saffron,Saffron,21480412,Immunomodulatory effects of saffron: a randomized double-blind placebo-controlled clinical trial.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2011,https://pubmed.ncbi.nlm.nih.gov/21480412/
Saffron,Saffron,21466430,Crocetin: an agent derived from saffron for prevention and therapy for cancer.,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Review",2012,https://pubmed.ncbi.nlm.nih.gov/21466430/
Saffron,Saffron,21438645,"Herbal medicines, other than St. John's Wort, in the treatment of depression: a systematic review.",Journal Article; Systematic Review,2011,https://pubmed.ncbi.nlm.nih.gov/21438645/
Saffron,Saffron,21337237,Consideration of fluorescence properties for the direct determination of erythrosine in saffron in the presence of other synthetic dyes.,Comparative Study; Journal Article; Validation Study,2011,https://pubmed.ncbi.nlm.nih.gov/21337237/
Saffron,Saffron,21242071,Psychological and neuroendocrinological effects of odor of saffron (Crocus sativus).,Journal Article; Randomized Controlled Trial,2011,https://pubmed.ncbi.nlm.nih.gov/21242071/
Saffron,Saffron,21115102,Biochemical and molecular aspects of aluminium chloride-induced neurotoxicity in mice and the protective role of Crocus sativus L. extraction and honey syrup.,Comparative Study; Journal Article,2010,https://pubmed.ncbi.nlm.nih.gov/21115102/
Saffron,Saffron,20924967,"Curcumin, the golden spice from Indian saffron, is a chemosensitizer and radiosensitizer for tumors and chemoprotector and radioprotector for normal organs.",Journal Article; Review,2010,https://pubmed.ncbi.nlm.nih.gov/20924967/
Saffron,Saffron,20831681,"Saffron in the treatment of patients with mild to moderate Alzheimer's disease: a 16-week, randomized and placebo-controlled trial.","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",2010,https://pubmed.ncbi.nlm.nih.gov/20831681/
Saffron,Saffron,20830635,New applications and mechanisms of action of saffron and its important ingredients.,Journal Article; Review,2010,https://pubmed.ncbi.nlm.nih.gov/20830635/
